"Season","Date","HomeTeam","AwayTeam","FTR","FTHG","FTAG","HS","AS","HST","AST","HC","AC","HF","AF","HY","AY","cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth"
"2010-2011",2010-11-13,"West Ham","Blackpool","D",0,0,17,16,4,5,8,7,7,7,0,1,7,0,19,8.1,9.5,8.6,0.6,99360,0
"2010-2011",2010-11-14,"Chelsea","Sunderland","A",0,3,14,19,7,9,6,3,9,13,1,2,7,0,18,8.2,7.4,6.6,2.8,99590,0
"2010-2011",2010-11-20,"Arsenal","Tottenham","A",2,3,12,10,7,6,2,6,17,16,3,1,8,0,17,7.7,5.9,3.3,0,101330,0
"2010-2011",2010-11-21,"Fulham","Man City","A",1,4,9,11,3,8,7,7,13,16,2,1,8,0,16,7.7,6.3,4.8,0,101150,0
"2010-2011",2010-11-27,"Fulham","Birmingham","D",1,1,11,7,7,3,7,4,10,9,1,0,6,0.1,17,1.6,-0.8,-3.1,0,100400,0
"2010-2011",2010-11-27,"West Ham","Wigan","H",3,1,15,10,9,10,7,2,8,8,0,0,6,0.1,17,1.6,-0.8,-3.1,0,100400,0
"2010-2011",2010-11-28,"Tottenham","Liverpool","H",2,1,20,12,13,8,5,8,6,16,0,5,4,5.6,53,1.5,-1.6,-4.8,0,100600,0
"2010-2011",2010-12-04,"Arsenal","Fulham","H",2,1,15,11,9,7,3,7,7,5,0,0,7,0,13,5,1.2,-4.1,0.8,100450,0
"2010-2011",2010-12-04,"Chelsea","Everton","D",1,1,12,16,5,7,7,2,7,11,1,4,7,0,13,5,1.2,-4.1,0.8,100450,0
"2010-2011",2010-12-11,"Fulham","Sunderland","D",0,0,14,11,13,2,4,3,14,10,0,1,8,0.1,14,6.2,6.3,3.8,0,102580,0
"2010-2011",2010-12-11,"West Ham","Man City","A",1,3,13,12,3,7,2,6,10,13,1,3,8,0.1,14,6.2,6.3,3.8,0,102580,0
"2010-2011",2010-12-12,"Tottenham","Chelsea","D",1,1,10,13,3,7,1,7,9,13,2,2,4,3.6,36,4.3,3.3,0.4,0.2,102450,0
"2010-2011",2010-12-26,"Fulham","West Ham","A",1,3,13,10,6,7,8,4,12,10,1,1,3,1.9,27,4.9,-1.2,-6.2,0,102780,1
"2010-2011",2010-12-27,"Arsenal","Chelsea","H",3,1,10,10,8,4,4,6,12,16,2,3,8,0,12,8,0.2,-4.6,5,101690,1
"2010-2011",2010-12-28,"Tottenham","Newcastle","H",2,0,13,12,8,8,9,7,9,16,2,4,8,0,12,9.5,5.3,2.5,0.4,101390,0
"2010-2011",2010-12-28,"West Ham","Everton","D",1,1,11,13,2,5,4,7,12,15,1,0,8,0,12,9.5,5.3,2.5,0.4,101390,0
"2010-2011",2010-12-29,"Chelsea","Bolton","H",1,0,12,6,7,2,6,3,12,24,1,1,8,0,12,7.7,6.8,4.1,1.4,101960,0
"2010-2011",2011-01-01,"Tottenham","Fulham","H",1,0,13,12,9,4,5,1,11,9,2,1,8,0,13,4,5.9,4.6,0.6,102500,0
"2010-2011",2011-01-01,"West Ham","Wolves","H",2,0,11,15,6,10,5,10,7,14,0,1,8,0,13,4,5.9,4.6,0.6,102500,0
"2010-2011",2011-01-02,"Chelsea","Aston Villa","D",3,3,15,16,10,10,9,6,17,11,2,7,8,0.1,15,2.9,3,1.9,0,102830,0
"2010-2011",2011-01-04,"Fulham","West Brom","H",3,0,12,12,6,4,7,4,7,9,0,1,7,0,13,7.1,2.9,-0.3,0,101360,NA
"2010-2011",2011-01-05,"Arsenal","Man City","D",0,0,13,5,8,0,7,2,6,12,0,2,6,2.3,31,5.1,4.2,1.3,1,100040,0
"2010-2011",2011-01-15,"Chelsea","Blackburn","H",2,0,27,3,11,2,14,1,10,6,1,0,8,0,15,12.4,9.9,7.5,0,101540,0
"2010-2011",2011-01-15,"West Ham","Arsenal","A",0,3,7,19,6,13,4,10,8,7,1,0,8,0,15,12.4,9.9,7.5,0,101540,0
"2010-2011",2011-01-16,"Tottenham","Man United","D",0,0,16,7,6,4,8,2,9,18,2,4,8,0.3,20,8.4,11.3,10.1,8.4,101660,0
"2010-2011",2011-01-22,"Arsenal","Wigan","H",3,0,23,3,15,1,8,1,6,14,0,1,7,0.6,25,7.7,2.9,-1,0.2,103730,0
"2010-2011",2011-01-22,"Fulham","Stoke","H",2,0,10,9,7,1,3,2,11,10,1,1,7,0.6,25,7.7,2.9,-1,0.2,103730,0
"2010-2011",2011-02-01,"Arsenal","Everton","H",2,1,19,4,10,4,5,7,12,14,3,5,7,0.3,25,10.7,2.9,-2.2,0.2,102590,0
"2010-2011",2011-02-02,"Fulham","Newcastle","H",1,0,11,4,9,3,4,7,14,19,0,3,7,0.1,22,10.8,6.4,2.1,0,102470,0
"2010-2011",2011-02-05,"Tottenham","Bolton","H",2,1,13,8,7,3,6,7,13,11,1,3,8,0,21,11.8,12,10.8,0,101760,0
"2010-2011",2011-02-06,"Chelsea","Liverpool","A",0,1,14,7,4,4,4,3,9,9,1,1,8,0,21,12.2,11,10.2,0,102000,0
"2010-2011",2011-02-06,"West Ham","Birmingham","A",0,1,16,9,9,3,5,5,18,13,3,1,8,0,21,12.2,11,10.2,0,102000,0
"2010-2011",2011-02-12,"Arsenal","Wolves","H",2,0,17,2,8,0,3,6,15,9,0,1,5,2.8,56,8.8,9.8,8.2,0,101110,0
"2010-2011",2011-02-14,"Fulham","Chelsea","D",0,0,12,23,8,9,4,6,10,13,2,1,4,4.9,74,7.5,7.1,3.9,0.4,100120,0
"2010-2011",2011-02-23,"Arsenal","Stoke","H",1,0,9,7,4,4,5,3,8,9,1,2,8,0,29,14.4,8.1,4.9,1.4,101670,0
"2010-2011",2011-02-27,"West Ham","Liverpool","H",3,1,17,12,11,8,6,8,10,8,0,1,3,3.4,76,4.8,6.3,2.7,3.2,102080,0
"2010-2011",2011-03-01,"Chelsea","Man United","H",2,1,17,12,11,7,10,2,11,14,3,2,8,0,35,7.3,4.2,3.5,0,103770,0
"2010-2011",2011-03-05,"Arsenal","Sunderland","D",0,0,14,6,7,3,5,6,13,10,3,3,8,0.5,50,8,4.5,0.8,0.2,103080,0
"2010-2011",2011-03-05,"Fulham","Blackburn","H",3,2,15,12,11,9,9,7,12,17,2,3,8,0.5,50,8,4.5,0.8,0.2,103080,0
"2010-2011",2011-03-05,"West Ham","Stoke","H",3,0,15,7,10,5,7,3,9,10,0,3,8,0.5,50,8,4.5,0.8,0.2,103080,0
"2010-2011",2011-03-19,"Tottenham","West Ham","D",0,0,26,11,14,5,6,2,6,13,0,4,0,11.1,190,13.3,5.5,-1.5,0,103370,0
"2010-2011",2011-03-20,"Chelsea","Man City","H",2,0,16,5,11,2,5,1,16,13,2,5,6,2.9,102,15.5,7.7,2.1,0.2,103300,0
"2010-2011",2011-04-02,"Arsenal","Blackburn","D",0,0,19,7,11,2,11,4,10,9,1,2,4,0.9,81,15.6,14.8,11.7,0,101050,0
"2010-2011",2011-04-02,"West Ham","Man United","A",2,4,6,18,2,9,0,16,10,9,1,2,4,0.9,81,15.6,14.8,11.7,0,101050,0
"2010-2011",2011-04-03,"Fulham","Blackpool","H",3,0,13,10,11,6,4,7,14,5,2,1,4,5,148,14.6,10.3,5,0,101430,0
"2010-2011",2011-04-09,"Chelsea","Wigan","H",1,0,21,11,13,7,10,5,11,12,1,2,0,12,240,20.3,13.9,8.7,0,102560,0
"2010-2011",2011-04-09,"Tottenham","Stoke","H",3,2,9,10,8,5,10,5,11,16,1,3,0,12,240,20.3,13.9,8.7,0,102560,0
"2010-2011",2011-04-16,"West Ham","Aston Villa","A",1,2,12,21,7,11,5,11,8,3,0,0,7,2.7,128,20.1,13.5,9.9,0,102240,NA
"2010-2011",2011-04-17,"Arsenal","Liverpool","D",1,1,12,9,6,5,10,3,13,13,2,4,4,5.1,167,19.6,14.8,9.5,0,102430,NA
"2010-2011",2011-04-20,"Chelsea","Birmingham","H",3,1,17,6,7,3,7,4,9,11,0,1,2,7.5,203,26.3,18.1,9.6,0,101450,NA
"2010-2011",2011-04-20,"Tottenham","Arsenal","D",3,3,16,13,9,9,7,6,8,13,0,3,2,7.5,203,26.3,18.1,9.6,0,101450,NA
"2010-2011",2011-04-23,"Chelsea","West Ham","H",3,0,16,12,11,7,5,7,7,13,1,2,1,11.7,260,23.3,19.3,11.2,0.6,101180,NA
"2010-2011",2011-04-23,"Tottenham","West Brom","D",2,2,19,10,9,4,11,1,8,9,1,1,1,11.7,260,23.3,19.3,11.2,0.6,101180,NA
"2010-2011",2011-04-27,"Fulham","Bolton","H",3,0,18,14,7,6,10,7,12,8,1,1,2,11.1,259,17,12.8,8.5,0,102540,NA
"2010-2011",2011-04-30,"Chelsea","Tottenham","H",2,1,16,12,10,7,6,5,11,11,3,1,0,12.8,283,19.8,16.3,11,0,100900,NA
"2010-2011",2011-05-01,"Arsenal","Man United","H",1,0,9,11,2,7,3,6,15,7,2,3,1,9.9,249,17,15.6,11.4,0,100980,NA
"2010-2011",2011-05-07,"Tottenham","Blackpool","D",1,1,20,13,11,7,7,6,5,13,3,2,6,1.5,121,19.9,18.6,13.8,8.4,101120,NA
"2010-2011",2011-05-07,"West Ham","Blackburn","D",1,1,24,8,15,4,7,3,7,14,3,0,6,1.5,121,19.9,18.6,13.8,8.4,101120,NA
"2010-2011",2011-05-09,"Fulham","Liverpool","A",2,5,10,16,7,11,6,5,18,11,5,2,1,12.2,287,21.6,15.5,10.4,0,102140,NA
"2010-2011",2011-05-15,"Arsenal","Aston Villa","A",1,2,24,8,15,5,13,2,9,10,1,4,4,4.4,181,20.1,12.1,8.2,0,102520,NA
"2010-2011",2011-05-15,"Chelsea","Newcastle","D",2,2,15,13,7,9,7,4,17,13,4,2,4,4.4,181,20.1,12.1,8.2,0,102520,NA
"2010-2011",2011-05-22,"Fulham","Arsenal","D",2,2,10,12,6,6,5,3,12,5,2,1,3,10.2,273,19.8,15.6,11.2,0,101640,NA
"2010-2011",2011-05-22,"Tottenham","Birmingham","H",2,1,22,7,16,3,7,5,5,15,0,3,3,10.2,273,19.8,15.6,11.2,0,101640,NA
"2010-2011",2011-05-22,"West Ham","Sunderland","A",0,3,17,17,12,12,4,6,7,8,0,2,3,10.2,273,19.8,15.6,11.2,0,101640,NA
"2011-2012",2011-08-20,"Arsenal","Liverpool","A",0,2,10,13,6,8,9,5,11,6,2,2,5,7.6,206,24.1,17.8,14,3.4,101830,NA
"2011-2012",2011-08-20,"Chelsea","West Brom","H",2,1,22,6,12,4,7,4,12,8,2,4,5,7.6,206,24.1,17.8,14,3.4,101830,NA
"2011-2012",2011-08-27,"Chelsea","Norwich","H",3,1,16,9,8,6,8,6,17,14,2,2,5,6.6,184,19.5,15.1,11.1,0.8,101230,NA
"2011-2012",2011-08-28,"Tottenham","Man City","A",1,5,15,22,10,12,10,5,11,9,2,4,5,3.9,145,18.1,16.1,12.7,0.4,101570,NA
"2011-2012",2011-09-10,"Arsenal","Swansea","H",1,0,18,10,8,5,4,5,10,7,3,2,6,0.7,74,21,20,17.3,3.8,100430,NA
"2011-2012",2011-09-18,"Tottenham","Liverpool","H",4,0,24,5,16,2,4,1,10,9,1,4,4,2.5,97,19.4,12.2,7.4,0,100380,NA
"2011-2012",2011-09-24,"Arsenal","Bolton","H",3,0,23,3,14,3,9,2,7,9,0,1,2,5.8,129,21.8,14.8,8.6,0,101440,NA
"2011-2012",2011-09-24,"Chelsea","Swansea","H",4,1,15,5,7,4,1,6,15,11,3,3,2,5.8,129,21.8,14.8,8.6,0,101440,NA
"2011-2012",2011-10-02,"Tottenham","Arsenal","H",2,1,16,13,8,7,9,7,11,8,2,1,0,10.6,158,26.6,20.4,12.5,0,102390,NA
"2011-2012",2011-10-15,"Chelsea","Everton","H",3,1,7,9,5,5,2,2,13,11,2,2,0,9.9,129,18.2,11.7,5.4,0.2,102530,0
"2011-2012",2011-10-16,"Arsenal","Sunderland","H",2,1,20,8,11,4,9,2,9,19,3,3,4,3.5,78,17.4,11.4,4.6,0,102310,0
"2011-2012",2011-10-23,"Arsenal","Stoke","H",3,1,9,5,5,2,10,1,9,13,0,2,2,6.7,95,18.4,13.7,7.3,0,100620,0
"2011-2012",2011-10-29,"Chelsea","Arsenal","A",3,5,12,13,10,8,3,2,7,18,2,3,6,3.7,66,16.9,13.9,10.6,0,102010,0
"2011-2012",2011-10-30,"Tottenham","QPR","H",3,1,22,12,13,8,4,8,12,14,0,0,8,0.1,27,16.9,14.8,12.6,0,101800,0
"2011-2012",2011-11-05,"Arsenal","West Brom","H",3,0,12,9,7,4,4,1,12,12,0,0,7,0,21,12.2,11.8,9.2,0,100770,0
"2011-2012",2011-11-20,"Chelsea","Liverpool","A",1,2,18,9,5,3,6,5,13,11,3,2,NA,0,17,11.5,5.3,2.2,0.2,101890,0
"2011-2012",2011-11-21,"Tottenham","Aston Villa","H",2,0,20,5,9,1,11,3,4,5,0,2,7,0.2,20,13,8,4.4,0.4,101500,0
"2011-2012",2011-11-26,"Arsenal","Fulham","D",1,1,20,10,12,6,13,4,9,7,1,3,4,0.7,24,13.9,10.2,6.3,0,102580,0
"2011-2012",2011-11-26,"Chelsea","Wolves","H",3,0,17,7,11,2,9,2,10,10,1,2,4,0.7,24,13.9,10.2,6.3,0,102580,0
"2011-2012",2011-12-03,"Tottenham","Bolton","H",3,0,25,13,16,9,7,6,10,5,0,2,7,1.2,25,9.5,7.7,3.4,0,100360,0
"2011-2012",2011-12-10,"Arsenal","Everton","H",1,0,12,7,7,1,7,4,7,14,2,2,1,5.3,44,9.2,2.6,-1.4,0,101570,0
"2011-2012",2011-12-12,"Chelsea","Man City","H",2,1,13,7,7,4,5,1,11,18,4,2,3,5.4,44,8.4,7.4,2.4,16.6,100240,0
"2011-2012",2011-12-18,"Tottenham","Sunderland","H",1,0,16,8,12,4,6,0,6,8,1,2,2,2.2,29,7.4,2.8,-0.4,0.8,101670,0
"2011-2012",2011-12-22,"Tottenham","Chelsea","D",1,1,16,20,10,10,7,4,14,8,2,2,2,5.7,45,11.6,10.3,7.9,0.6,102480,0
"2011-2012",2011-12-26,"Chelsea","Fulham","D",1,1,24,9,15,6,9,3,10,12,1,1,8,0,12,11.1,11.5,10,0,103310,0
"2011-2012",2011-12-27,"Arsenal","Wolves","D",1,1,23,6,17,4,13,3,3,12,2,3,8,0,12,10.9,10.4,9.7,0.2,103270,0
"2011-2012",2011-12-31,"Arsenal","QPR","H",1,0,16,6,7,3,12,4,11,13,2,2,8,0,13,13,9.2,5.6,0.2,101000,0
"2011-2012",2011-12-31,"Chelsea","Aston Villa","A",1,3,16,12,5,9,9,2,7,13,1,1,8,0,13,13,9.2,5.6,0.2,101000,0
"2011-2012",2012-01-03,"Tottenham","West Brom","H",1,0,20,8,14,2,14,7,3,14,0,5,5,1.4,25,11.7,8.7,4.7,7.8,100310,0
"2011-2012",2012-01-11,"Tottenham","Everton","H",2,0,14,11,7,4,6,4,5,15,1,3,5,2.6,35,13.6,9,6.7,0,103300,0
"2011-2012",2012-01-14,"Chelsea","Sunderland","H",1,0,21,9,10,4,8,2,9,9,3,1,1,6.3,55,6.7,1.7,-3.1,0.2,103010,0
"2011-2012",2012-01-14,"Tottenham","Wolves","D",1,1,22,5,10,3,8,1,6,12,1,3,1,6.3,55,6.7,1.7,-3.1,0.2,103010,0
"2011-2012",2012-01-22,"Arsenal","Man United","A",1,2,12,9,6,5,0,5,15,6,5,2,5,0.7,25,8.6,8.7,5.4,0,101460,0
"2011-2012",2012-01-31,"Tottenham","Wigan","H",3,1,20,10,13,6,5,0,7,7,0,1,5,0.2,23,3.9,0.6,-1.1,0,102630,0
"2011-2012",2012-02-04,"Arsenal","Blackburn","H",7,1,20,3,11,3,11,1,9,14,2,3,3,4.2,59,2.4,-2.2,-6.3,10.4,103600,0
"2011-2012",2012-02-05,"Chelsea","Man United","D",3,3,19,14,10,10,6,6,14,13,2,1,8,0,21,4.5,-1.1,-4.6,0,102740,7
"2011-2012",2012-02-11,"Tottenham","Newcastle","H",5,0,18,7,9,3,4,3,7,9,2,1,1,8.2,92,4.8,-2.6,-7.6,0,103690,2
"2011-2012",2012-02-25,"Chelsea","Bolton","H",3,0,25,8,16,1,14,7,7,13,0,1,4,6.5,100,13.3,9.8,7.4,0,102780,0
"2011-2012",2012-02-26,"Arsenal","Tottenham","H",5,2,21,8,13,4,7,5,15,12,3,3,1,8.5,117,11.5,7.6,1.9,0,102840,0
"2011-2012",2012-03-04,"Tottenham","Man United","A",1,3,18,6,9,5,7,3,8,10,1,2,8,0,37,10.3,8,6.5,7.4,101670,0
"2011-2012",2012-03-10,"Chelsea","Stoke","H",1,0,21,8,11,3,14,1,12,15,1,2,7,2.6,88,16.4,12.2,8.6,0,103670,0
"2011-2012",2012-03-12,"Arsenal","Newcastle","H",2,1,21,5,13,3,6,3,11,12,2,3,4,4.8,116,10.3,9.3,3.7,0,103510,0
"2011-2012",2012-03-21,"Tottenham","Stoke","D",1,1,24,8,18,2,13,1,10,10,1,1,4,8.2,167,18.2,12.2,7.9,0,103400,0
"2011-2012",2012-03-24,"Arsenal","Aston Villa","H",3,0,20,3,12,2,15,5,6,13,0,5,0,10.1,192,15.8,13.4,6.6,0,102860,0
"2011-2012",2012-03-24,"Chelsea","Tottenham","D",0,0,10,19,5,7,6,5,9,11,1,2,0,10.1,192,15.8,13.4,6.6,0,102860,0
"2011-2012",2012-04-01,"Tottenham","Swansea","H",3,1,15,11,10,7,7,7,11,12,0,0,0,11.6,223,15.8,7.8,1.8,0,102060,0
"2011-2012",2012-04-07,"Chelsea","Wigan","H",2,1,19,13,10,7,5,3,14,11,2,2,7,0.1,64,14.2,8.5,5.8,0.6,101270,0
"2011-2012",2012-04-08,"Arsenal","Man City","H",1,0,12,7,7,2,7,6,13,14,2,4,7,0,59,11.6,10.4,6.6,1.8,101210,0
"2011-2012",2012-04-09,"Tottenham","Norwich","A",1,2,13,12,9,6,10,3,12,12,1,2,8,0,59,14.8,9.9,8.2,4,99660,0
"2011-2012",2012-04-16,"Arsenal","Wigan","A",1,2,18,12,8,7,9,3,15,13,2,3,4,7.5,200,14.8,6.4,0.5,1.4,102450,0
"2011-2012",2012-04-21,"Arsenal","Chelsea","D",0,0,13,13,8,7,7,7,11,11,3,4,4,6.7,195,15.3,8.9,2.9,0,99740,0
"2011-2012",2012-04-29,"Chelsea","QPR","H",6,1,25,11,18,7,8,5,9,8,0,1,6,1,105,19.2,10.4,5.6,3.8,100450,0
"2011-2012",2012-04-29,"Tottenham","Blackburn","H",2,0,19,0,8,0,6,1,5,14,0,0,6,1,105,19.2,10.4,5.6,3.8,100450,0
"2011-2012",2012-05-02,"Chelsea","Newcastle","A",0,2,17,12,6,6,4,4,9,5,0,3,8,0.1,79,9.4,12.3,9.8,0.6,101960,0
"2011-2012",2012-05-05,"Arsenal","Norwich","D",3,3,20,12,13,6,6,1,8,15,2,3,8,0.4,92,10.4,8,5.6,0.2,100990,0
"2011-2012",2012-05-13,"Chelsea","Blackburn","H",2,1,18,8,6,5,8,2,13,4,1,0,2,9.5,257,12.5,11.1,4.9,0,103020,0
"2011-2012",2012-05-13,"Tottenham","Fulham","H",2,0,15,10,9,7,9,3,8,12,0,2,2,9.5,257,12.5,11.1,4.9,0,103020,0
"2012-2013",2012-08-18,"Arsenal","Sunderland","D",0,0,14,3,4,2,7,0,12,8,0,0,1,12.5,266,30.5,24.4,18.4,0,101390,0
"2012-2013",2012-08-18,"QPR","Swansea","A",0,5,20,12,11,8,5,3,11,14,2,2,1,12.5,266,30.5,24.4,18.4,0,101390,0
"2012-2013",2012-08-22,"Chelsea","Reading","H",4,2,23,7,11,5,1,5,11,14,0,2,4,6.9,193,22.4,18.2,12.9,0,101740,0
"2012-2013",2012-08-25,"Chelsea","Newcastle","H",2,0,11,11,6,5,2,3,8,10,1,0,7,2.8,130,21.5,19,15.4,16.4,100130,0
"2012-2013",2012-08-25,"Tottenham","West Brom","D",1,1,18,10,10,5,7,5,8,7,1,2,7,2.8,130,21.5,19,15.4,16.4,100130,0
"2012-2013",2012-09-01,"Tottenham","Norwich","D",1,1,15,10,9,4,4,2,7,12,1,0,6,2,105,18.8,17.9,13,0,102600,0
"2012-2013",2012-09-15,"Arsenal","Southampton","H",6,1,20,9,12,4,8,3,4,7,0,0,1,10.9,191,18.9,15.6,8.3,0,101730,0
"2012-2013",2012-09-15,"QPR","Chelsea","D",0,0,10,13,6,9,2,4,16,17,0,2,1,10.9,191,18.9,15.6,8.3,0,101730,0
"2012-2013",2012-09-22,"Chelsea","Stoke","H",1,0,17,13,9,6,13,3,12,15,2,1,1,9.6,167,15,11.5,6.1,0,101960,0
"2012-2013",2012-09-23,"Tottenham","QPR","H",2,1,18,9,14,6,10,9,7,12,0,2,5,0,43,16,11.7,8.4,21.8,100850,0
"2012-2013",2012-09-29,"Arsenal","Chelsea","A",1,2,14,10,5,5,6,5,14,13,2,3,1,8.7,146,18.1,12.7,8.6,0,101830,0
"2012-2013",2012-10-01,"QPR","West Ham","A",1,2,13,17,9,10,4,13,9,21,1,8,6,2.7,85,17.9,15.2,13,2.6,101190,0
"2012-2013",2012-10-06,"Chelsea","Norwich","H",4,1,20,7,13,4,10,2,7,1,0,0,4,7.9,128,13.8,11.4,7.5,0.2,101300,0
"2012-2013",2012-10-07,"Tottenham","Aston Villa","H",2,0,23,8,10,5,8,0,7,10,1,3,3,3.2,84,12.7,9.3,4.7,0,101790,0
"2012-2013",2012-10-20,"Tottenham","Chelsea","A",2,4,23,11,16,7,7,4,7,8,3,2,7,0.3,36,13.6,11.3,8.4,5.2,101630,0
"2012-2013",2012-10-21,"QPR","Everton","D",1,1,14,10,6,4,5,4,12,18,2,1,8,0,27,14.9,11.5,9.3,0.8,101810,0
"2012-2013",2012-10-27,"Arsenal","QPR","H",1,0,21,4,11,3,5,2,14,9,1,2,3,6.2,85,9.7,5.6,2.1,0.2,101670,0
"2012-2013",2012-10-28,"Chelsea","Man United","A",2,3,14,15,11,7,8,6,13,11,2,2,7,0.1,27,13.3,5,0.2,3,101550,0
"2012-2013",2012-11-03,"Tottenham","Wigan","A",0,1,13,7,10,4,9,3,10,11,1,1,3,5.1,69,8.9,6.3,2.2,11.6,99650,0
"2012-2013",2012-11-04,"QPR","Reading","D",1,1,23,18,12,8,8,8,11,15,0,2,6,0.2,26,10.2,5.4,1.9,4.8,99420,0
"2012-2013",2012-11-10,"Arsenal","Fulham","D",3,3,15,9,9,5,8,6,12,10,1,2,6,0,19,10.7,9.3,8.3,0.2,99780,0
"2012-2013",2012-11-11,"Chelsea","Liverpool","D",1,1,12,9,3,5,4,7,12,13,1,3,1,8,77,12.7,6,1.3,0.2,101170,0
"2012-2013",2012-11-17,"Arsenal","Tottenham","H",5,2,13,6,10,4,6,6,13,12,1,2,8,0.1,20,9.9,9.3,6,0,100780,0
"2012-2013",2012-11-17,"QPR","Southampton","A",1,3,13,21,7,15,4,13,12,9,1,0,8,0.1,20,9.9,9.3,6,0,100780,0
"2012-2013",2012-11-25,"Chelsea","Man City","D",0,0,5,11,1,7,6,11,9,16,0,3,6,3.5,43,9.3,8.5,5.4,4.6,100170,0
"2012-2013",2012-11-25,"Tottenham","West Ham","H",3,1,25,10,13,6,4,2,9,10,1,2,6,3.5,43,9.3,8.5,5.4,4.6,100170,0
"2012-2013",2012-11-28,"Chelsea","Fulham","D",0,0,17,8,13,7,10,2,10,11,3,0,6,0.1,17,6.5,6.5,5.8,0,101340,0
"2012-2013",2012-11-28,"Tottenham","Liverpool","H",2,1,14,14,7,9,1,12,4,14,1,2,6,0.1,17,6.5,6.5,5.8,0,101340,0
"2012-2013",2012-12-01,"Arsenal","Swansea","A",0,2,10,12,8,10,8,5,11,9,1,0,3,1.1,24,10.4,2.5,-1.3,0.2,101480,0
"2012-2013",2012-12-01,"QPR","Aston Villa","D",1,1,17,7,12,3,11,4,5,6,1,2,3,1.1,24,10.4,2.5,-1.3,0.2,101480,0
"2012-2013",2012-12-08,"Arsenal","West Brom","H",2,0,16,7,7,2,7,4,11,12,2,3,4,6.4,49,9.2,4.9,2.5,0,102350,0
"2012-2013",2012-12-15,"QPR","Fulham","H",2,1,19,6,9,3,3,3,10,14,1,2,4,3.3,34,10.9,9.2,6.7,0,99130,0
"2012-2013",2012-12-16,"Tottenham","Swansea","H",1,0,24,4,16,0,9,3,12,8,2,3,4,4.5,40,9.3,7.2,3.5,0.8,99960,0
"2012-2013",2012-12-22,"Tottenham","Stoke","D",0,0,21,4,14,2,11,4,8,11,2,5,8,0,12,12.4,10,6.2,8.4,100510,0
"2012-2013",2012-12-23,"Chelsea","Aston Villa","H",8,0,24,7,18,4,8,4,6,11,0,0,7,0.4,17,12.5,10.3,8.2,5.4,100360,0
"2012-2013",2012-12-26,"QPR","West Brom","A",1,2,18,12,8,6,14,9,9,10,1,0,4,0.2,15,8.5,6.9,3.2,2.4,100410,0
"2012-2013",2012-12-29,"Arsenal","Newcastle","H",7,3,16,10,12,8,5,6,8,10,0,1,7,0,12,11.4,10.1,8.5,1.6,100390,0
"2012-2013",2012-12-30,"QPR","Liverpool","A",0,3,14,16,7,11,1,9,10,8,2,1,4,1.1,23,11.2,8.2,4.9,0.2,100990,0
"2012-2013",2013-01-01,"Tottenham","Reading","H",3,1,30,7,20,4,12,3,9,9,0,0,3,5.6,46,11,5.7,3.3,0,100790,0
"2012-2013",2013-01-02,"Chelsea","QPR","A",0,1,23,8,11,5,14,2,12,8,1,1,7,0,13,11.4,6.5,2,0.2,102320,0
"2012-2013",2013-01-12,"QPR","Tottenham","D",0,0,4,16,1,8,2,6,10,7,1,1,7,0,14,3.6,2.6,0.4,0.2,101290,0
"2012-2013",2013-01-13,"Arsenal","Man City","A",0,2,9,16,4,9,2,7,11,18,2,4,6,1.1,26,3.4,1.7,-0.3,0,101910,0
"2012-2013",2013-01-16,"Chelsea","Southampton","D",2,2,19,7,10,3,4,3,10,11,1,0,6,1.3,28,2.6,-1.2,-2.6,0,101340,0
"2012-2013",2013-01-20,"Chelsea","Arsenal","H",2,1,13,12,8,8,3,9,10,11,2,1,7,0,16,2,-0.8,-1.4,3,99520,2
"2012-2013",2013-01-20,"Tottenham","Man United","D",1,1,23,6,18,4,9,4,7,14,1,4,7,0,16,2,-0.8,-1.4,3,99520,2
"2012-2013",2013-01-23,"Arsenal","West Ham","H",5,1,23,7,17,5,13,5,9,10,0,1,8,0,17,2.3,1,-0.6,0.6,100770,0
"2012-2013",2013-01-29,"QPR","Man City","D",0,0,5,15,3,7,2,10,9,9,2,2,8,0,18,11.7,8.7,3.6,6.2,100320,0
"2012-2013",2013-01-30,"Arsenal","Liverpool","D",2,2,14,10,6,5,8,6,9,11,3,1,4,5.2,61,10.2,10.2,8.6,1.2,100700,0
"2012-2013",2013-02-02,"Arsenal","Stoke","H",1,0,15,6,9,2,11,1,3,13,0,3,3,5.8,68,10.4,4.1,2.4,0,101600,0
"2012-2013",2013-02-02,"QPR","Norwich","D",0,0,15,14,7,9,10,8,6,20,2,5,3,5.8,68,10.4,4.1,2.4,0,101600,0
"2012-2013",2013-02-09,"Chelsea","Wigan","H",4,1,25,13,17,10,10,6,9,13,1,2,8,0,22,5.3,3,1,2.4,101890,0
"2012-2013",2013-02-09,"Tottenham","Newcastle","H",2,1,16,9,9,7,11,5,5,11,0,2,8,0,22,5.3,3,1,2.4,101890,0
"2012-2013",2013-02-23,"Arsenal","Aston Villa","H",2,1,24,5,14,3,12,3,7,12,1,2,8,0.1,32,2.9,1.3,0.1,0,102110,0
"2012-2013",2013-02-23,"QPR","Man United","A",0,2,12,13,5,8,2,4,10,6,0,0,8,0.1,32,2.9,1.3,0.1,0,102110,0
