"Season","Date","HomeTeam","AwayTeam","FTR","FTHG","FTAG","HS","AS","HST","AST","HC","AC","HF","AF","HY","AY","cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth"
"2008-2009",2008-09-21,"Chelsea","Man United","D",1,1,20,13,13,8,7,4,15,18,1,7,1,8.3,157,19.5,13.5,7.5,0,102660,NA
"2008-2009",2008-09-21,"Tottenham","Wigan","D",0,0,11,14,4,6,3,4,13,12,2,2,1,8.3,157,19.5,13.5,7.5,0,102660,NA
"2008-2009",2008-09-27,"Arsenal","Hull","A",1,2,18,7,9,5,15,4,8,7,2,1,4,7.3,137,19.9,14.4,8.9,0.2,103110,NA
"2008-2009",2008-10-05,"Chelsea","Aston Villa","H",2,0,27,8,15,3,7,1,11,13,0,3,7,0,36,16.6,12,7.4,7.2,99950,NA
"2008-2009",2008-10-05,"Tottenham","Hull","A",0,1,27,10,16,6,12,0,15,15,4,2,7,0,36,16.6,12,7.4,7.2,99950,NA
"2008-2009",2008-10-05,"West Ham","Bolton","A",1,3,13,12,5,6,7,7,15,8,4,3,7,0,36,16.6,12,7.4,7.2,99950,NA
"2008-2009",2008-10-18,"Arsenal","Everton","H",3,1,22,7,14,3,7,4,8,13,2,4,4,2.6,66,15.3,10.4,5.5,0.2,101880,NA
"2008-2009",2008-10-26,"Chelsea","Liverpool","A",0,1,14,8,5,3,4,2,17,13,3,3,6,0,25,14.2,10.8,7.4,2.8,101530,NA
"2008-2009",2008-10-26,"Tottenham","Bolton","H",2,0,19,10,9,3,3,4,9,16,0,3,6,0,25,14.2,10.8,7.4,2.8,101530,NA
"2008-2009",2008-10-26,"West Ham","Arsenal","A",0,2,7,20,3,10,4,9,13,9,2,3,6,0,25,14.2,10.8,7.4,2.8,101530,NA
"2008-2009",2008-10-29,"Arsenal","Tottenham","D",4,4,20,9,12,6,9,1,8,17,1,4,4,7.2,88,8.2,3.8,-0.6,0.2,100770,0
"2008-2009",2008-11-01,"Chelsea","Sunderland","H",5,0,17,1,11,0,4,0,5,11,0,1,6,0,22,9.3,5.8,2.3,13.6,100610,0
"2008-2009",2008-11-01,"Tottenham","Liverpool","H",2,1,8,14,4,6,4,4,18,13,1,2,6,0,22,9.3,5.8,2.3,13.6,100610,0
"2008-2009",2008-11-08,"Arsenal","Man United","H",2,1,11,17,7,9,5,6,16,7,3,2,6,1.2,36,13.1,9.9,6.7,5.2,100780,0
"2008-2009",2008-11-08,"West Ham","Everton","A",1,3,15,12,13,7,9,4,9,10,1,1,6,1.2,36,13.1,9.9,6.7,5.2,100780,0
"2008-2009",2008-11-15,"Arsenal","Aston Villa","A",0,2,11,9,8,6,8,5,9,22,2,4,8,0.2,22,14.3,12.6,11,0,102670,0
"2008-2009",2008-11-15,"West Ham","Portsmouth","D",0,0,11,11,5,7,8,7,6,11,0,1,8,0.2,22,14.3,12.6,11,0,102670,0
"2008-2009",2008-11-22,"Chelsea","Newcastle","D",0,0,25,2,14,0,8,1,12,13,0,2,5,2.6,39,6.5,4.3,2.1,0,101710,0
"2008-2009",2008-11-23,"Tottenham","Blackburn","H",1,0,16,9,7,6,6,6,15,15,2,3,6,0.8,26,8.2,3,-2.2,6.6,1e+05,0
"2008-2009",2008-11-30,"Chelsea","Arsenal","A",1,2,12,9,5,6,3,2,18,16,2,0,8,0,14,5.3,3.5,1.7,3,99430,0
"2008-2009",2008-11-30,"Tottenham","Everton","A",0,1,14,8,6,6,5,1,9,16,1,3,8,0,14,5.3,3.5,1.7,3,99430,0
"2008-2009",2008-12-06,"Arsenal","Wigan","H",1,0,11,10,4,4,8,3,13,13,1,2,2,6.3,49,7.6,5,2.5,0,101280,0
"2008-2009",2008-12-08,"West Ham","Tottenham","A",0,2,11,17,4,12,7,5,13,16,2,0,6,1.1,23,7.6,3.3,-1,2,102200,0
"2008-2009",2008-12-13,"Tottenham","Man United","D",0,0,11,15,6,12,4,14,10,9,1,1,8,0,12,6.5,3.6,0.7,24.8,99070,0
"2008-2009",2008-12-14,"Chelsea","West Ham","D",1,1,19,4,12,2,9,4,13,20,3,2,7,0.1,14,5.2,3.2,1.1,0,99960,0
"2008-2009",2008-12-20,"West Ham","Aston Villa","A",0,1,17,10,13,4,7,6,7,10,2,1,6,0.5,18,12.8,8,3.3,0,102490,0
"2008-2009",2008-12-21,"Arsenal","Liverpool","D",1,1,6,10,3,6,2,1,14,17,3,3,8,0.1,14,11.9,10.2,8.6,0,103080,0
"2008-2009",2008-12-26,"Chelsea","West Brom","H",2,0,23,6,15,2,7,5,7,7,1,0,3,5.8,46,5.1,3.9,2.7,0,103700,0
"2008-2009",2008-12-26,"Tottenham","Fulham","D",0,0,14,10,7,7,4,2,7,11,0,1,3,5.8,46,5.1,3.9,2.7,0,103700,0
"2008-2009",2008-12-28,"Arsenal","Portsmouth","H",1,0,11,4,7,3,11,2,9,9,0,1,5,3.3,35,4.9,2.9,0.9,0,102980,0
"2008-2009",2008-12-28,"West Ham","Stoke","H",2,1,15,8,7,5,8,4,10,13,3,3,5,3.3,35,4.9,2.9,0.9,0,102980,0
"2008-2009",2009-01-10,"Arsenal","Bolton","H",1,0,14,2,9,2,5,0,13,16,2,2,8,0,14,4.3,-0.2,-4.8,0.2,102720,0
"2008-2009",2009-01-17,"Chelsea","Stoke","H",2,1,37,4,22,1,10,4,6,16,0,3,6,4.2,46,9.8,8.2,6.5,11,100610,0
"2008-2009",2009-01-18,"Tottenham","Portsmouth","D",1,1,26,11,15,4,8,4,6,10,0,2,4,5.6,54,7.2,5.2,3.3,12.6,99540,0
"2008-2009",2009-01-18,"West Ham","Fulham","H",3,1,11,9,7,5,3,3,13,17,1,3,4,5.6,54,7.2,5.2,3.3,12.6,99540,0
"2008-2009",2009-01-27,"Tottenham","Stoke","H",3,1,22,6,14,3,7,4,19,21,2,3,3,6.1,64,8.6,4.2,-0.1,4.4,101300,0
"2008-2009",2009-01-28,"Chelsea","Middlesbrough","H",2,0,23,7,12,5,8,3,6,20,0,2,8,0,18,7.6,4.1,0.6,2.2,101410,0
"2008-2009",2009-01-28,"West Ham","Hull","H",2,0,25,15,13,12,11,5,11,15,0,1,8,0,18,7.6,4.1,0.6,2.2,101410,0
"2008-2009",2009-01-31,"Arsenal","West Ham","D",0,0,15,2,8,2,13,3,12,12,2,2,4,2.6,45,6.6,4.2,1.7,0,101170,0
"2008-2009",2009-02-07,"Chelsea","Hull","D",0,0,13,12,6,4,13,3,11,16,1,2,5,3.1,54,4.3,0.2,-4,0.4,99670,0
"2008-2009",2009-02-08,"Tottenham","Arsenal","D",0,0,16,4,6,1,6,4,14,14,1,2,7,1.7,44,6.1,2,-2.1,5,100270,0
"2008-2009",2009-02-08,"West Ham","Man United","A",0,1,9,11,5,6,5,11,14,8,1,1,7,1.7,44,6.1,2,-2.1,5,100270,0
"2008-2009",2009-02-21,"Arsenal","Sunderland","D",0,0,16,3,9,2,8,3,6,12,2,2,3,8.8,111,12.8,8.3,3.8,0,103170,0
"2008-2009",2009-02-28,"Arsenal","Fulham","D",0,0,16,12,8,3,11,6,6,14,0,0,7,0,31,10.3,8.8,7.2,0,101470,0
"2008-2009",2009-02-28,"Chelsea","Wigan","H",2,1,17,13,13,7,12,8,14,11,3,2,7,0,31,10.3,8.8,7.2,0,101470,0
"2008-2009",2009-03-01,"West Ham","Man City","H",1,0,13,9,9,2,4,7,14,18,2,2,7,0.3,44,11.4,7.6,3.8,0,100840,0
"2008-2009",2009-03-04,"Tottenham","Middlesbrough","H",4,0,12,15,7,6,4,8,7,6,0,1,5,4.8,104,8.4,5.8,3.1,0,98290,0
"2008-2009",2009-03-14,"Arsenal","Blackburn","H",4,0,18,7,12,3,7,4,8,14,0,4,5,3.1,97,13.6,10,6.5,0,101720,0
"2008-2009",2009-03-15,"Chelsea","Man City","H",1,0,18,6,6,3,4,3,7,8,0,2,2,8.9,162,15.3,9,2.8,0,103040,0
"2008-2009",2009-03-16,"West Ham","West Brom","D",0,0,9,8,4,4,3,4,10,10,1,1,0,9.3,167,16.6,9.8,2.9,0,103260,0
"2008-2009",2009-03-21,"Tottenham","Chelsea","H",1,0,8,15,4,9,8,7,14,8,2,2,0,9.5,179,15.8,8.2,0.5,0,103040,0
"2008-2009",2009-04-04,"Arsenal","Man City","H",2,0,17,9,9,4,7,2,11,9,1,3,5,7.9,186,17.1,11.4,5.6,0,101850,0
"2008-2009",2009-04-04,"West Ham","Sunderland","H",2,0,16,14,11,9,11,8,10,7,1,1,5,7.9,186,17.1,11.4,5.6,0,101850,0
"2008-2009",2009-04-11,"Chelsea","Bolton","H",4,3,20,14,9,6,8,4,11,17,0,0,8,0,60,11.2,10,8.8,2.8,100850,NA
"2008-2009",2009-04-11,"Tottenham","West Ham","H",1,0,14,8,9,6,10,1,9,12,1,4,8,0,60,11.2,10,8.8,2.8,100850,NA
"2008-2009",2009-04-19,"Tottenham","Newcastle","H",1,0,22,8,18,3,4,7,13,15,1,2,3,6.9,194,16.7,10.8,4.9,0,102390,NA
"2008-2009",2009-04-22,"Chelsea","Everton","D",0,0,18,14,6,5,4,6,9,10,0,1,1,11.4,255,19.6,13.6,7.5,0,102630,NA
"2008-2009",2009-04-25,"West Ham","Chelsea","A",0,1,8,20,6,8,3,5,9,11,1,0,4,6.9,201,16.5,13.2,9.8,0,100710,NA
"2008-2009",2009-04-26,"Arsenal","Middlesbrough","H",2,0,15,5,11,4,8,1,8,13,0,0,0,12.3,272,17.7,11.2,4.6,1.4,100730,NA
"2008-2009",2009-05-02,"Chelsea","Fulham","H",3,1,13,8,5,3,5,4,6,7,0,1,2,10.5,258,18.6,12.8,7,0,102790,NA
"2008-2009",2009-05-02,"Tottenham","West Brom","H",1,0,16,10,9,7,9,7,6,7,1,1,2,10.5,258,18.6,12.8,7,0,102790,NA
"2008-2009",2009-05-09,"West Ham","Liverpool","A",0,3,8,16,3,9,2,4,10,17,3,2,4,2.3,139,17.2,12.4,7.5,0,101650,NA
"2008-2009",2009-05-10,"Arsenal","Chelsea","A",1,4,15,16,7,8,6,2,19,12,1,0,2,10.1,261,19.7,12.6,5.5,0,101880,NA
"2008-2009",2009-05-16,"Tottenham","Man City","H",2,1,11,9,4,3,4,7,5,7,0,1,5,5.6,202,17.1,12.4,7.7,1,100590,NA
"2008-2009",2009-05-17,"Chelsea","Blackburn","H",2,0,21,8,12,5,1,4,6,6,1,2,6,3.1,159,14.5,11.4,8.3,3,100700,NA
"2008-2009",2009-05-24,"Arsenal","Stoke","H",4,1,24,3,11,1,6,0,9,11,1,0,1,14.1,324,25.2,17.4,9.5,0,101930,NA
"2008-2009",2009-05-24,"West Ham","Middlesbrough","H",2,1,14,17,8,6,4,5,14,10,0,1,1,14.1,324,25.2,17.4,9.5,0,101930,NA
"2009-2010",2009-08-15,"Chelsea","Hull","H",2,1,26,7,12,3,12,4,13,15,1,2,5,3.1,145,25.4,19.7,15.9,0,101390,NA
"2009-2010",2009-08-16,"Tottenham","Liverpool","H",2,1,17,6,11,3,6,5,14,16,3,3,3,8,217,23.8,20.2,14.9,0,101530,NA
"2009-2010",2009-08-22,"Arsenal","Portsmouth","H",4,1,19,9,16,4,8,4,9,10,1,0,4,8.3,213,27.7,17,11.4,0,102260,NA
"2009-2010",2009-08-23,"West Ham","Tottenham","A",1,2,17,17,8,10,4,8,13,11,2,1,2,11.7,251,25.2,21.7,15.7,0,101520,NA
"2009-2010",2009-08-29,"Chelsea","Burnley","H",3,0,27,3,17,0,10,1,7,5,0,1,2,8.1,200,20.4,15,9.2,0,102060,NA
"2009-2010",2009-08-29,"Tottenham","Birmingham","H",2,1,20,11,14,6,7,3,12,10,2,2,2,8.1,200,20.4,15,9.2,0,102060,NA
"2009-2010",2009-09-12,"Tottenham","Man United","A",1,3,11,17,7,13,3,9,16,13,3,2,1,10.9,199,17.8,16.9,11.5,0,103050,NA
"2009-2010",2009-09-19,"Arsenal","Wigan","H",4,0,23,8,11,5,6,4,6,18,2,2,6,2.4,95,20.3,18.3,13.1,0,101580,NA
"2009-2010",2009-09-19,"West Ham","Liverpool","A",2,3,8,19,5,15,4,4,13,17,3,3,6,2.4,95,20.3,18.3,13.1,0,101580,NA
"2009-2010",2009-09-20,"Chelsea","Tottenham","H",3,0,25,9,15,4,11,3,7,9,0,2,6,2.4,94,21.2,17.2,14.1,0,102230,NA
"2009-2010",2009-09-26,"Tottenham","Burnley","H",5,0,18,10,12,7,2,7,10,14,1,1,1,7.9,146,21.9,14.2,8.1,0,102730,NA
"2009-2010",2009-10-04,"Arsenal","Blackburn","H",6,2,24,7,18,7,8,1,9,10,1,1,7,3.6,92,17,12.8,9,0,101220,0
"2009-2010",2009-10-04,"Chelsea","Liverpool","H",2,0,12,12,8,3,5,8,14,17,1,1,7,3.6,92,17,12.8,9,0,101220,0
"2009-2010",2009-10-04,"West Ham","Fulham","D",2,2,20,10,10,6,8,4,12,9,3,2,7,3.6,92,17,12.8,9,0,101220,0
"2009-2010",2009-10-17,"Arsenal","Birmingham","H",3,1,20,3,12,2,7,3,8,16,1,2,6,0,30,12.2,9.4,6.6,0.2,103040,0
"2009-2010",2009-10-24,"Chelsea","Blackburn","H",5,0,26,5,15,2,8,0,8,10,0,1,6,1,44,18,15.5,12.4,0.2,100590,0
"2009-2010",2009-10-24,"Tottenham","Stoke","A",0,1,22,8,12,2,7,1,8,18,0,3,6,1,44,18,15.5,12.4,0.2,100590,0
"2009-2010",2009-10-25,"West Ham","Arsenal","D",2,2,15,15,9,10,6,8,17,15,3,2,2,6.9,93,16.8,14.6,11.1,0,101150,0
"2009-2010",2009-10-31,"Arsenal","Tottenham","H",3,0,18,7,12,5,6,2,10,10,1,1,5,1.5,45,17.4,14.4,11,2.2,102050,0
"2009-2010",2009-11-04,"West Ham","Aston Villa","H",2,1,14,13,7,10,6,14,11,12,2,4,3,5.2,70,12.8,9.1,5.7,0.8,98590,0
"2009-2010",2009-11-07,"Tottenham","Sunderland","H",2,0,10,14,8,6,4,4,10,19,1,2,3,7.1,78,10.2,7.6,3.9,1.2,99480,0
"2009-2010",2009-11-08,"Chelsea","Man United","H",1,0,12,21,9,10,0,7,13,15,3,3,6,0,20,8.8,8.1,6,0.2,100420,0
"2009-2010",2009-11-08,"West Ham","Everton","A",1,2,16,9,7,6,5,4,12,18,0,5,6,0,20,8.8,8.1,6,0.2,100420,0
"2009-2010",2009-11-21,"Chelsea","Wolves","H",4,0,23,4,14,3,5,6,4,14,0,2,7,0.5,24,12.2,11.4,6.6,9.6,101290,0
"2009-2010",2009-11-22,"Tottenham","Wigan","H",9,1,28,11,16,5,10,5,9,11,1,0,5,1.8,34,14,10.6,8.9,8.4,100130,0
"2009-2010",2009-11-28,"West Ham","Burnley","H",5,3,9,16,5,10,1,7,10,15,2,1,5,4.7,48,8.2,7.5,4.7,18.8,99290,0
"2009-2010",2009-11-29,"Arsenal","Chelsea","A",0,3,5,7,3,5,4,3,17,12,2,2,7,0.3,20,6.5,6.9,5.5,26,98470,0
"2009-2010",2009-12-05,"Arsenal","Stoke","H",2,0,12,5,8,4,10,2,3,7,0,0,6,1.9,29,11.4,7.6,2.2,10.2,99930,0
"2009-2010",2009-12-05,"West Ham","Man United","A",0,4,11,18,7,11,2,8,8,16,0,1,6,1.9,29,11.4,7.6,2.2,10.2,99930,0
"2009-2010",2009-12-12,"Chelsea","Everton","D",3,3,25,10,13,7,7,1,13,17,0,1,3,3.1,34,7.5,6.1,3.2,0.2,103180,0
"2009-2010",2009-12-12,"Tottenham","Wolves","A",0,1,18,3,10,3,1,5,8,13,0,5,3,3.1,34,7.5,6.1,3.2,0.2,103180,0
"2009-2010",2009-12-16,"Chelsea","Portsmouth","H",2,1,21,7,8,3,11,2,11,11,0,0,5,0,12,4.6,-0.2,-4.1,4.2,101270,0
"2009-2010",2009-12-16,"Tottenham","Man City","H",3,0,19,9,7,5,5,6,10,8,2,3,5,0,12,4.6,-0.2,-4.1,4.2,101270,0
"2009-2010",2009-12-19,"Arsenal","Hull","H",3,0,18,6,9,2,8,0,9,14,1,5,2,6.1,46,2.5,-0.6,-3.4,1.2,101120,1
"2009-2010",2009-12-20,"West Ham","Chelsea","D",1,1,6,20,5,6,5,5,17,16,4,3,2,6.4,48,2.6,-0.2,-2.9,0,99910,0
"2009-2010",2009-12-26,"West Ham","Portsmouth","H",2,0,13,11,5,7,6,4,10,19,0,3,4,1.9,27,7.4,5.7,1.7,0.2,100030,0
"2009-2010",2009-12-27,"Arsenal","Aston Villa","H",3,0,19,7,12,3,10,4,14,18,1,3,2,2,28,5.6,5.9,4.4,0,99930,0
"2009-2010",2009-12-28,"Chelsea","Fulham","H",2,1,18,3,11,3,10,6,9,13,1,1,2,3.7,37,5,1.7,-2.2,0.6,100430,0
"2009-2010",2009-12-28,"Tottenham","West Ham","H",2,0,21,3,9,2,9,3,9,14,2,3,2,3.7,37,5,1.7,-2.2,0.6,100430,0
"2009-2010",2010-01-09,"Arsenal","Everton","D",2,2,6,9,5,5,6,8,10,11,1,1,2,2.2,32,2.3,-0.9,-3.5,0,102340,3
"2009-2010",2010-01-16,"Chelsea","Sunderland","H",7,2,23,7,13,3,15,1,4,10,0,1,8,0,15,9.3,4.4,0.8,9.4,100640,0
"2009-2010",2010-01-16,"Tottenham","Hull","D",0,0,25,8,18,2,14,1,14,11,4,2,8,0,15,9.3,4.4,0.8,9.4,100640,0
"2009-2010",2010-01-20,"Arsenal","Bolton","H",4,2,20,7,14,4,9,3,16,17,1,2,8,0,16,7.8,3,2.6,3.4,101210,0
"2009-2010",2010-01-26,"Tottenham","Fulham","H",2,0,13,9,7,6,11,3,11,16,1,1,4,3,45,6.9,2.2,1.4,0,104030,0
"2009-2010",2010-01-27,"Chelsea","Birmingham","H",3,0,25,5,17,3,8,3,11,8,0,0,6,0.1,20,7.5,1.9,-3.1,0.4,103030,0
"2009-2010",2010-01-30,"West Ham","Blackburn","D",0,0,7,8,6,4,10,7,17,13,0,1,2,7.2,72,3.9,1.1,-1.8,0,100050,0
"2009-2010",2010-01-31,"Arsenal","Man United","A",1,3,18,11,7,5,8,5,9,12,1,0,2,0.4,26,6.5,0.3,-3.3,0,100590,0
"2009-2010",2010-02-06,"Tottenham","Aston Villa","D",0,0,28,10,15,5,12,4,10,13,0,0,7,2.1,46,5.6,5.7,4.2,0,101330,0
"2009-2010",2010-02-07,"Chelsea","Arsenal","H",2,0,9,14,3,6,4,8,11,14,2,2,8,0.1,24,2.8,4.6,3.5,0.4,102260,0
"2009-2010",2010-02-10,"Arsenal","Liverpool","H",1,0,11,9,6,7,3,6,19,13,3,2,4,3.9,63,3.7,2.3,0.9,0,101650,0
"2009-2010",2010-02-10,"West Ham","Birmingham","H",2,0,13,9,10,4,3,6,12,9,1,2,4,3.9,63,3.7,2.3,0.9,0,101650,0
"2009-2010",2010-02-20,"Arsenal","Sunderland","H",2,0,16,6,10,4,7,1,8,10,1,5,1,6.5,93,8.1,2.2,-2.6,1,99750,0
"2009-2010",2010-02-20,"West Ham","Hull","H",3,0,20,7,12,3,9,2,13,12,1,1,1,6.5,93,8.1,2.2,-2.6,1,99750,0
"2009-2010",2010-02-27,"Chelsea","Man City","A",2,4,23,8,13,6,3,2,21,12,3,1,7,1.1,51,7,7.6,4,20.2,99310,0
"2009-2010",2010-02-28,"Tottenham","Everton","H",2,1,13,14,9,10,6,9,9,18,1,4,8,0.2,37,10.5,6.3,5.5,4.2,98930,0
"2009-2010",2010-03-06,"Arsenal","Burnley","H",3,1,20,8,11,5,8,2,5,12,0,4,3,5.4,113,5.5,4.2,0.5,0,102770,0
"2009-2010",2010-03-06,"West Ham","Bolton","A",1,2,18,15,8,7,6,3,13,21,2,5,3,5.4,113,5.5,4.2,0.5,0,102770,0
"2009-2010",2010-03-13,"Chelsea","West Ham","H",4,1,22,4,15,2,11,1,13,10,0,1,7,1.6,76,12.5,6.5,3.9,0,102980,0
"2009-2010",2010-03-13,"Tottenham","Blackburn","H",3,1,14,10,7,7,5,6,12,7,0,0,7,1.6,76,12.5,6.5,3.9,0,102980,0
"2009-2010",2010-03-20,"Arsenal","West Ham","H",2,0,9,8,5,4,4,2,7,24,1,4,8,0,46,13.1,11.6,9.7,3.4,100390,0
"2009-2010",2010-03-23,"West Ham","Wolves","A",1,3,17,5,10,4,8,5,9,24,0,2,4,2.5,100,17.5,6.8,1.8,1.2,101610,0
"2009-2010",2010-03-27,"Chelsea","Aston Villa","H",7,1,13,7,11,5,8,6,12,5,3,2,7,0.7,72,13.3,10.4,6.6,0,100480,0
"2009-2010",2010-03-27,"Tottenham","Portsmouth","H",2,0,16,8,8,3,11,2,5,9,0,1,7,0.7,72,13.3,10.4,6.6,0,100480,0
"2009-2010",2010-03-27,"West Ham","Stoke","A",0,1,17,12,7,7,6,7,14,17,0,2,7,0.7,72,13.3,10.4,6.6,0,100480,0
"2009-2010",2010-04-03,"Arsenal","Wolves","H",1,0,23,3,13,2,10,4,10,13,0,2,7,1.9,101,12.2,8,4.1,1.2,100030,0
"2009-2010",2010-04-10,"West Ham","Sunderland","H",1,0,10,9,6,7,2,7,12,20,1,3,2,9.3,212,14.9,12.7,7.5,0,103310,0
"2009-2010",2010-04-13,"Chelsea","Bolton","H",1,0,18,7,8,2,5,2,13,22,1,4,1,12.1,249,12.6,10.1,4.4,0,102410,0
"2009-2010",2010-04-14,"Tottenham","Arsenal","H",2,1,13,19,10,11,4,6,13,10,3,1,6,2.5,122,14.4,9.7,6.7,0,102140,0
"2009-2010",2010-04-17,"Tottenham","Chelsea","H",2,1,20,9,10,6,13,4,7,14,2,4,0,12.7,262,19.4,10.1,2.8,0,102200,0
"2009-2010",2010-04-24,"Arsenal","Man City","D",0,0,9,3,4,2,5,1,13,14,4,2,1,10.7,250,18.9,12.5,4.3,1,101820,0
"2009-2010",2010-04-24,"West Ham","Wigan","H",3,2,9,12,7,10,4,5,9,10,1,2,1,10.7,250,18.9,12.5,4.3,1,101820,0
"2009-2010",2010-04-25,"Chelsea","Stoke","H",7,0,29,3,18,2,7,0,14,12,0,3,7,1.7,117,18.8,14.9,10.8,0.4,101990,0
"2009-2010",2010-05-01,"Tottenham","Bolton","H",1,0,25,11,12,7,11,7,11,10,0,3,7,2.4,136,9.4,13.7,9.9,5.8,100900,NA
"2009-2010",2010-05-09,"Arsenal","Fulham","H",4,0,16,5,11,2,5,2,11,10,2,2,8,0.1,82,13.9,9.4,6.5,0.4,101260,NA
"2009-2010",2010-05-09,"Chelsea","Wigan","H",8,0,17,4,10,3,2,3,14,9,2,2,8,0.1,82,13.9,9.4,6.5,0.4,101260,NA
"2009-2010",2010-05-09,"West Ham","Man City","D",1,1,12,17,8,6,4,3,12,7,2,0,8,0.1,82,13.9,9.4,6.5,0.4,101260,NA
"2010-2011",2010-08-14,"Chelsea","West Brom","H",6,0,18,10,13,4,3,1,10,10,1,0,6,0.8,98,22.7,15.7,13,12.8,101740,NA
"2010-2011",2010-08-14,"Tottenham","Man City","D",0,0,22,11,18,7,10,3,13,16,0,2,6,0.8,98,22.7,15.7,13,12.8,101740,NA
"2010-2011",2010-08-21,"Arsenal","Blackpool","H",6,0,26,3,16,1,8,2,9,3,0,0,8,0.6,88,23.1,21.7,19.1,0.8,101830,NA
"2010-2011",2010-08-21,"West Ham","Bolton","A",1,3,17,12,10,8,8,5,11,18,2,4,8,0.6,88,23.1,21.7,19.1,0.8,101830,NA
"2010-2011",2010-08-22,"Fulham","Man United","D",2,2,16,14,8,7,5,11,7,6,2,2,7,0.7,90,21.7,20,16.9,20.6,101320,NA
"2010-2011",2010-08-28,"Chelsea","Stoke","H",2,0,15,9,6,3,6,1,5,10,0,2,4,7.5,194,19.6,15.3,9.9,0,101990,NA
"2010-2011",2010-08-28,"Tottenham","Wigan","A",0,1,12,13,7,5,16,7,10,11,3,2,4,7.5,194,19.6,15.3,9.9,0,101990,NA
"2010-2011",2010-09-11,"Arsenal","Bolton","H",4,1,23,7,14,6,9,6,11,11,2,2,6,1.5,88,20.8,19.5,16.4,0,101470,NA
"2010-2011",2010-09-11,"Fulham","Wolves","H",2,1,13,4,6,2,6,6,9,17,3,6,6,1.5,88,20.8,19.5,16.4,0,101470,NA
"2010-2011",2010-09-11,"West Ham","Chelsea","A",1,3,13,17,7,9,1,5,13,10,2,2,6,1.5,88,20.8,19.5,16.4,0,101470,NA
"2010-2011",2010-09-18,"Tottenham","Wolves","H",3,1,20,5,11,2,5,4,7,11,3,3,4,8.1,161,18.3,12.3,6.6,0,101950,NA
"2010-2011",2010-09-19,"Chelsea","Blackpool","H",4,0,27,11,15,4,9,6,7,4,1,2,7,0,46,22.8,15,11.6,0,101550,NA
"2010-2011",2010-09-25,"Arsenal","West Brom","A",2,3,24,7,12,5,16,4,15,14,4,3,1,7.4,143,13.8,9.7,5.4,0,101640,NA
"2010-2011",2010-09-25,"Fulham","Everton","D",0,0,12,15,2,7,4,5,15,13,2,1,1,7.4,143,13.8,9.7,5.4,0,101640,NA
"2010-2011",2010-09-25,"West Ham","Tottenham","H",1,0,22,17,15,11,14,7,10,11,2,0,1,7.4,143,13.8,9.7,5.4,0,101640,NA
"2010-2011",2010-10-02,"Tottenham","Aston Villa","H",2,1,19,13,10,4,10,4,12,19,1,3,4,2.4,81,17.9,13.8,9.8,21.8,100360,NA
"2010-2011",2010-10-02,"West Ham","Fulham","D",1,1,12,17,5,5,2,3,15,8,3,1,4,2.4,81,17.9,13.8,9.8,21.8,100360,NA
"2010-2011",2010-10-03,"Chelsea","Arsenal","H",2,0,11,13,6,5,10,10,7,12,1,1,8,0.7,55,16.6,15,12,3.8,99600,NA
"2010-2011",2010-10-16,"Arsenal","Birmingham","H",2,1,18,6,13,4,7,3,16,9,2,2,2,5.1,92,13.9,10,6.5,0.8,102040,NA
"2010-2011",2010-10-16,"Fulham","Tottenham","A",1,2,11,14,5,6,4,11,9,10,1,1,2,5.1,92,13.9,10,6.5,0.8,102040,NA
"2010-2011",2010-10-23,"Chelsea","Wolves","H",2,0,17,12,10,9,8,8,8,8,1,2,6,3.5,70,11.2,10.5,8.2,0.2,100400,NA
"2010-2011",2010-10-23,"Tottenham","Everton","D",1,1,13,7,8,3,4,4,15,14,3,1,6,3.5,70,11.2,10.5,8.2,0.2,100400,NA
"2010-2011",2010-10-23,"West Ham","Newcastle","A",1,2,5,13,1,8,2,6,12,6,0,0,6,3.5,70,11.2,10.5,8.2,0.2,100400,NA
"2010-2011",2010-10-30,"Arsenal","West Ham","H",1,0,20,6,13,3,7,4,14,18,2,2,4,5.3,76,12.5,11.7,8.7,2.4,99750,0
"2010-2011",2010-10-30,"Fulham","Wigan","H",2,0,15,8,9,3,7,1,7,12,0,0,4,5.3,76,12.5,11.7,8.7,2.4,99750,0
"2010-2011",2010-11-06,"Fulham","Aston Villa","D",1,1,14,15,10,8,3,3,12,4,1,0,6,1.7,43,9.3,9.8,7.8,0,101580,0
"2010-2011",2010-11-07,"Arsenal","Newcastle","A",0,1,11,7,8,2,12,2,16,12,3,1,7,1.7,42,9.5,7,4.7,2,100620,0
"2010-2011",2010-11-09,"Tottenham","Sunderland","D",1,1,20,8,12,4,17,3,6,15,2,1,6,0,20,10.1,7,5.3,0.4,97650,0
"2010-2011",2010-11-10,"Chelsea","Fulham","H",1,0,19,5,10,3,4,4,14,15,2,0,1,6.8,73,15,6.4,2.6,1.2,99830,0
"2010-2011",2010-11-10,"West Ham","West Brom","D",2,2,8,14,5,6,6,7,13,5,3,0,1,6.8,73,15,6.4,2.6,1.2,99830,0
"2010-2011",2010-11-13,"Tottenham","Blackburn","H",4,2,20,12,12,8,12,6,11,11,2,2,7,0,19,8.1,9.5,8.6,0.6,99360,0
